ID_ESPACIA,AREA_OFICI,ENTIDAD_TE,NOM_DEPART,NOM_MUNICI,COD_DEPTO,R0
63272,101,Cabecera Municipal,QUINDIO,FILANDIA,63,0.007495855
63190,87,Cabecera Municipal,QUINDIO,CIRCASIA,63,0.009471182
63594,123,Cabecera Municipal,QUINDIO,QUIMBAYA,63,0.096434446
63001,115,CAP. DEPTO,QUINDIO,ARMENIA,63,0.076809188
63130,208,Cabecera Municipal,QUINDIO,CALARC,63,0.028750455
63212,90,Cabecera Municipal,QUINDIO,CRDOBA,63,0.003733411
66001,702,CAP. DEPTO,RISARALDA,PEREIRA,66,0.129667165
66383,107,Cabecera Municipal,RISARALDA,LA CELIA,66,0.013635324
66687,226,Cabecera Municipal,RISARALDA,SANTUARIO,66,0.060931112
66088,207,Cabecera Municipal,RISARALDA,BELN DE UMBRA,66,0.020385952
66572,632,Cabecera Municipal,RISARALDA,PUEBLO RICO,66,0.01785205
66456,755,Cabecera Municipal,RISARALDA,MISTRAT,66,0.013254074
66318,114,Cabecera Municipal,RISARALDA,GUTICA,66,0.001236398
27250,3756,Cabecera Municipal,CHOC,EL LITORAL DEL SAN JUAN,27,0.301359852
27077,3630,Cabecera Municipal,CHOC,BAJO BAUD  (Pizarro),27,0.22733994
27660,940,Cabecera Municipal,CHOC,SAN JOS DEL PALMAR,27,0.033755137
27413,841,Cabecera Municipal,CHOC,LLOR,27,0.188452477
27025,1532,Cabecera Municipal,CHOC,ALTO BAUD (Pie de Pat),27,0.068706638
27495,1033,Cabecera Municipal,CHOC,NUQU,27,0.136304749
27001,3075,CAP. DEPTO,CHOC,QUIBD,27,0.205422656
27075,976,Cabecera Municipal,CHOC,BAHA SOLANO (Mutis),27,0.389615376
27150,3197,Cabecera Municipal,CHOC,CARMEN DEL DARIN  (Curbarad),27,0.678213146
27615,7046,Cabecera Municipal,CHOC,RIOSUCIO,27,0.369983215
27372,1353,Cabecera Municipal,CHOC,JURAD,27,0.164540626
27800,1307,Cabecera Municipal,CHOC,UNGUA,27,0.605482832
27006,869,Cabecera Municipal,CHOC,ACAND,27,0.39933635
17665,61,Cabecera Municipal,CALDAS,SAN JOS,17,0.105854731
17616,101,Cabecera Municipal,CALDAS,RISARALDA,17,0.125916687
17614,422,Cabecera Municipal,CALDAS,RIOSUCIO,17,0.010472668
17380,574,Cabecera Municipal,CALDAS,LA DORADA,17,1.7163985
17444,94,Cabecera Municipal,CALDAS,MARQUETALIA,17,0.005251598
17433,195,Cabecera Municipal,CALDAS,MANZANARES,17,0.000234783
17446,374,Cabecera Municipal,CALDAS,MARULANDA,17,5.46E-09
17001,477,CAP. DEPTO,CALDAS,MANIZALES,17,0.058117183
5148,453,Cabecera Municipal,ANTIOQUIA,CARMEN DE VIBORAL,5,0.004366967
5360,17,Cabecera Municipal,ANTIOQUIA,ITAG,5,0.031534512
5615,198,Cabecera Municipal,ANTIOQUIA,RIONEGRO,5,9.56E-06
5440,116,Cabecera Municipal,ANTIOQUIA,MARINILLA,5,8.41E-06
5541,145,Cabecera Municipal,ANTIOQUIA,PEOL,5,3.22E-05
5206,169,Cabecera Municipal,ANTIOQUIA,CONCEPCIN,5,0.001293211
5001,387,CAP. DEPTO,ANTIOQUIA,MEDELLN,5,0.017790523
5674,246,Cabecera Municipal,ANTIOQUIA,SAN VICENTE,5,3.49E-05
5240,238,Cabecera Municipal,ANTIOQUIA,EBJICO,5,0.15599394
5044,256,Cabecera Municipal,ANTIOQUIA,ANZ,5,0.208883876
5475,1365,Cabecera Municipal,ANTIOQUIA,MURIND,5,0.626340508
5042,499,Cabecera Municipal,ANTIOQUIA,SANTA FE DE ANTIOQUIA,5,0.148054976
5656,157,Cabecera Municipal,ANTIOQUIA,SAN JERNIMO,5,0.214688953
5761,226,Cabecera Municipal,ANTIOQUIA,SOPETRN,5,0.327775607
5038,392,Cabecera Municipal,ANTIOQUIA,ANGOSTURA,5,0.004258674
5887,733,Cabecera Municipal,ANTIOQUIA,YARUMAL,5,0.008719239
5234,1905,Cabecera Municipal,ANTIOQUIA,DABEIBA,5,0.083699611
5480,1119,Cabecera Municipal,ANTIOQUIA,MUTAT,5,0.238107735
5154,1058,Cabecera Municipal,ANTIOQUIA,CAUCASIA,5,1.729749135
5120,1996,Cabecera Municipal,ANTIOQUIA,CCERES,5,1.235924556
5790,1578,Cabecera Municipal,ANTIOQUIA,TARAZ,5,0.284540472
5837,3090,Cabecera Municipal,ANTIOQUIA,TURBO,5,0.767872486
5490,1377,Cabecera Municipal,ANTIOQUIA,NECOCL,5,0.464146237
5659,241,Cabecera Municipal,ANTIOQUIA,SAN JUAN DE URAB,5,0.566486645
5051,718,Cabecera Municipal,ANTIOQUIA,ARBOLETES,5,0.458582322
23001,3043,CAP. DEPTO,CRDOBA,MONTERA,23,1.387131157
23419,430,Cabecera Municipal,CRDOBA,LOS CRDOBAS,23,0.773642289
23090,394,Cabecera Municipal,CRDOBA,CANALETE,23,0.61767329
23574,417,Cabecera Municipal,CRDOBA,PUERTO ESCONDIDO,23,0.79687466
23500,206,Cabecera Municipal,CRDOBA,MOITOS,23,1.046779368
23675,318,Cabecera Municipal,CRDOBA,SAN BERNARDO DEL VIENTO,23,1.481350613
23672,205,Cabecera Municipal,CRDOBA,SAN ANTERO,23,1.302472148
23168,326,Cabecera Municipal,CRDOBA,CHIM,23,2.028170466
23670,217,Cabecera Municipal,CRDOBA,SAN ANDRS DE SOTAVENTO,23,1.946138859
23182,624,Cabecera Municipal,CRDOBA,CHIN,23,2.271065915
13300,196,Cabecera Municipal,BOLVAR,HATILLO DE LOBA,13,2.642325189
25839,551,Cabecera Municipal,CUNDINAMARCA,UBAL,25,0.139257207
52835,3778,Cabecera Municipal,NARIO,TUMACO,52,0.310229087
54498,463,Cabecera Municipal,NORTE DE SANTANDER,OCAA,54,0.056109432
88564,20,Cabecera Municipal,"ARCHIPILAGO DE SAN ANDRS, PROVIDENCIA Y SANTA CATALINA",SANTA CATALINA,88,NA
